GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,act,aqc,at,capx,ceq,ebit,ebitda,epsfi,epsfx,epspi,epspx,fincf,ivncf,lct,lo,lt,ni,oancf,revt,seq,teq,xrd,costat
5518,2021-12-31,2021,INDL,C,D,STD,USD,3728.1000,0.0000,10037.8000,132.7000,3025.9000,910.2000,1190.3000,3.1000,3.1000,3.1100,3.1100,-1459.8000,242.0000,2455.9000,390.4000,6950.8000,428.7000,817.9000,6420.4000,3025.9000,3063.1000,315.7000,A
5518,2022-12-31,2022,INDL,C,D,STD,USD,2999.1000,,9295.9000,174.2000,2832.8000,851.1000,1083.7000,1.4600,1.4600,1.4700,1.4700,-553.3000,-313.0000,2189.7000,318.9000,6434.0000,203.5000,372.9000,5856.7000,2832.8000,2861.9000,307.9000,A
5518,2023-12-31,2023,INDL,C,D,STD,USD,2323.6000,,6540.9000,209.3000,1087.0000,413.9000,624.7000,-10.7300,-10.7300,-10.7300,-10.7300,-818.1000,117.6000,2056.4000,431.7000,5453.9000,-1489.3000,725.6000,5003.3000,1087.0000,1087.0000,306.9000,A
5520,2020-12-31,2020,INDL,C,D,STD,USD,142.2140,14.7280,349.1970,9.3710,143.0560,23.4670,39.4520,1.4300,1.4300,1.4400,1.4400,7.4890,-24.0990,52.5300,13.8980,206.1410,13.6430,24.8380,366.6940,143.0560,143.0560,25.4870,A
5520,2021-12-31,2021,INDL,C,D,STD,USD,175.9570,47.2540,470.7850,13.7160,187.7620,27.0730,45.1800,1.6600,1.6600,1.6700,1.6700,35.8320,-60.9700,78.3700,27.8610,283.0230,24.0940,25.4020,403.5160,187.7620,187.7620,27.8180,A
5520,2022-12-31,2022,INDL,C,D,STD,USD,236.0070,44.1010,588.3470,15.9100,215.4650,34.2040,58.0490,1.0900,1.0900,1.1300,1.1300,63.6050,-60.0110,87.5880,24.7830,372.8820,17.3890,5.5960,502.9880,215.4650,215.4650,38.5610,A
5523,2020-12-31,2020,INDL,C,D,STD,USD,316.2440,0.0000,680.3720,10.9270,252.9670,39.4050,57.6120,3.1200,3.1200,3.1800,3.1800,-71.1800,65.3580,204.0410,23.1640,427.4050,59.1480,130.1910,748.2520,252.9670,252.9670,0.0000,A
5523,2020-12-31,2020,INDL,C,D,STD,USD,316.2440,0.0000,680.3720,10.9270,252.9670,39.4050,57.6120,3.1200,3.1200,3.1800,3.1800,-71.1800,65.3580,204.0410,23.1640,427.4050,59.1480,130.1910,748.2520,252.9670,252.9670,0.0000,A
5523,2021-12-31,2021,INDL,C,D,STD,USD,309.0570,0.0000,686.2900,34.0900,255.9700,118.3580,134.6620,4.9000,4.9000,5.0300,5.0300,-97.1490,-34.0020,210.3770,23.1720,430.3200,90.8030,97.2420,1012.7990,255.9700,255.9700,0.0000,A
5523,2021-12-31,2021,INDL,C,D,STD,USD,309.0570,0.0000,686.2900,34.0900,255.9700,118.3580,134.6620,4.9000,4.9000,5.0300,5.0300,-97.1490,-34.0020,210.3770,23.1720,430.3200,90.8030,97.2420,1012.7990,255.9700,255.9700,0.0000,A
5523,2022-12-31,2022,INDL,C,D,STD,USD,276.2530,0.0000,649.0490,28.4110,289.3990,117.9270,134.8530,5.2400,5.2400,5.4100,5.4100,-65.6220,-28.3250,154.4320,18.3730,359.6500,89.3580,51.0150,1047.2150,289.3990,289.3990,0.0000,A
5523,2022-12-31,2022,INDL,C,D,STD,USD,276.2530,0.0000,649.0490,28.4110,289.3990,117.9270,134.8530,5.2400,5.2400,5.4100,5.4100,-65.6220,-28.3250,154.4320,18.3730,359.6500,89.3580,51.0150,1047.2150,289.3990,289.3990,0.0000,A
5526,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,15004.0070,383.8950,2337.5020,311.4930,602.2710,1.8100,1.8100,1.8100,1.8100,1115.5350,-1413.6480,,2145.6620,12632.2120,199.7140,429.4070,2579.7750,2371.7950,2371.7950,,A
5526,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,15822.6370,314.5240,2390.8840,386.0660,664.7680,2.2500,2.2500,2.2500,2.2500,756.4020,-1179.5920,,2014.0550,13397.4600,248.0560,375.6730,2850.3790,2425.1770,2425.1770,,A
5526,2022-12-31,2022,INDL,C,D,STD,USD,,25.7060,16284.2440,344.0370,2202.4990,381.0730,675.9140,2.2000,2.2000,2.2000,2.2000,567.6710,-1128.6820,,1914.5200,14047.4520,243.0280,454.4760,3741.9850,2236.7920,2236.7920,,A
5530,2021-03-31,2020,INDL,C,D,STD,USD,163.0070,51.0000,472.5500,20.7940,265.2460,56.4400,79.1090,1.9300,1.9300,1.9500,1.9500,26.3600,-71.4320,70.4620,13.3210,207.3040,40.9800,43.7930,596.8710,265.2460,265.2460,,A
5530,2022-03-31,2021,INDL,C,D,STD,USD,227.7380,21.5460,567.3280,28.5120,302.6010,71.1940,95.3230,2.4400,2.4400,2.4600,2.4600,7.4170,-49.7560,101.4660,15.0520,264.7270,51.5420,42.8370,774.5410,302.6010,302.6010,,A
5530,2023-03-31,2022,INDL,C,D,STD,USD,232.0440,0.0000,590.5350,48.3210,350.0160,85.1500,112.5900,2.8600,2.8600,2.8800,2.8800,-32.1000,-41.2300,90.8710,15.4300,240.5190,60.0410,77.4000,935.0980,350.0160,350.0160,,A
5539,2020-12-31,2020,INDL,C,D,STD,USD,572.4030,0.0000,785.0310,4.3410,480.4610,117.2080,125.8760,1.3200,1.3200,1.3200,1.3200,-68.3670,-36.8450,162.2600,130.9470,304.5700,98.6820,217.2130,1760.3030,480.4610,480.4610,,A
5539,2021-12-31,2021,INDL,C,D,STD,USD,546.3820,23.8760,777.5290,5.6870,452.6770,57.3690,65.6360,0.6100,0.6100,0.6100,0.6100,-82.6540,-22.9900,191.1250,122.4280,324.8520,45.8630,37.1080,1641.9590,452.6770,452.6770,,A
5539,2022-12-31,2022,INDL,C,D,STD,USD,508.6320,0.1140,718.3340,5.2100,426.1720,61.0960,70.3120,0.4700,0.4700,0.4700,0.4700,-38.9280,2.5800,178.6190,105.4460,292.1620,34.6300,-8.1670,1700.1760,426.1720,426.1720,,A
5543,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,32483.6420,0.0000,15972.7190,594.1860,,2.3300,2.3300,2.3600,2.3600,-2080.8580,2347.9280,,686.4130,15258.5800,978.8440,1364.7560,4597.8840,15972.7190,16881.5720,0.0000,A
5543,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,34910.3250,0.0000,17636.0010,683.0560,,0.7800,0.7800,0.7900,0.7900,1567.6640,-4516.2680,,593.6540,15912.4520,336.1380,1275.3250,4719.1820,17636.0010,18596.5790,0.0000,A
5543,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,37893.2330,0.0000,20294.8140,786.4670,,0.3000,0.3000,0.3100,0.3100,2761.2770,-3703.8150,,800.1740,16499.2370,141.2140,1328.7080,5839.3250,20294.8140,21009.5530,0.0000,A
5543,2023-12-31,2023,INDL,C,D,STD,USD,,,44012.1660,,25404.3760,990.6120,,0.6600,0.6600,0.6600,0.6600,,,,0.0000,17640.4390,340.0940,,6584.5530,25404.3760,26081.1220,0.0000,A
5559,2020-12-31,2020,INDL,C,D,STD,USD,361.5430,0.0000,952.6940,32.8640,267.2700,108.5180,141.3030,1.5000,1.5000,1.5200,1.5200,-68.3400,-30.4910,321.8840,10.5840,632.6750,42.3060,119.2830,1427.4120,267.2700,268.7290,,A
5559,2021-12-31,2021,INDL,C,D,STD,USD,434.6910,180.9110,1230.9960,46.6510,358.7670,124.7870,158.9880,2.1500,2.1500,2.1900,2.1900,87.9060,-223.4490,351.7600,4.8190,815.6540,62.6450,151.5940,1581.7660,358.7670,360.2270,,A
5559,2022-12-31,2022,INDL,C,D,STD,USD,597.2540,18.0040,1441.6200,60.9090,474.5990,173.9870,224.5620,3.4800,3.1600,3.5300,3.2000,-32.7890,-89.7550,446.6110,5.1160,942.2240,106.4610,219.1160,1769.4360,474.5990,477.7990,,A
5560,2020-12-31,2020,INDL,C,D,STD,USD,284.6810,0.0000,2667.7240,91.0160,1702.3010,63.0070,226.3260,-0.0300,-0.0300,-0.0300,-0.0300,-19.3790,-92.9010,149.7850,158.9740,965.3840,-16.7900,180.7930,691.8730,1702.3400,1702.3400,0.0000,A
5560,2021-12-31,2021,INDL,C,D,STD,USD,341.6270,0.0000,2728.8080,109.0480,1760.7480,97.7470,281.0540,0.0600,0.0600,0.0600,0.0600,-32.5980,-107.0290,160.3830,132.1110,968.0210,35.0950,220.3370,807.4730,1760.7870,1760.7870,0.0000,A
5560,2022-12-31,2022,INDL,C,D,STD,USD,267.7270,16.0470,2927.1720,149.3780,1978.9280,-5.6760,147.8340,-0.0700,-0.0700,-0.0700,-0.0700,-7.5000,-187.2730,178.4660,117.5510,948.2050,-37.3480,89.8900,718.9050,1978.9670,1978.9670,0.0000,A
5560,2023-12-31,2023,INDL,C,D,STD,USD,260.2620,-0.2280,3011.1040,223.8870,1968.0650,-46.1120,112.3200,-0.1400,-0.1400,-0.1400,-0.1400,156.3300,-231.2920,157.4600,127.6420,1043.0000,-84.2170,75.4990,720.2270,1968.1040,1968.1040,,A
5567,2020-10-31,2020,INDL,C,D,STD,USD,1165.6250,163.9390,3547.7110,22.9400,1980.1770,377.1630,464.8300,2.2900,2.2900,2.3300,2.3300,137.7430,-199.0430,241.1610,236.1770,1315.8960,313.9840,409.1250,1787.0090,1980.1770,2010.6070,65.5590,A
5567,2020-10-31,2020,INDL,C,D,STD,USD,1165.6250,163.9390,3547.7110,22.9400,1980.1770,377.1630,464.8300,2.2900,2.2900,2.3300,2.3300,137.7430,-199.0430,241.1610,236.1770,1315.8960,313.9840,409.1250,1787.0090,1980.1770,2010.6070,65.5590,A
5567,2021-10-31,2021,INDL,C,D,STD,USD,937.3850,136.5000,3498.4070,36.1830,2263.0710,394.1460,486.0500,2.2100,2.2100,2.2500,2.2500,-558.9680,-183.4540,294.8800,316.4280,948.8810,304.2200,444.0840,1865.6820,2263.0710,2296.9390,68.8770,A
5567,2021-10-31,2021,INDL,C,D,STD,USD,937.3850,136.5000,3498.4070,36.1830,2263.0710,394.1460,486.0500,2.2100,2.2100,2.2500,2.2500,-558.9680,-183.4540,294.8800,316.4280,948.8810,304.2200,444.0840,1865.6820,2263.0710,2296.9390,68.8770,A
5567,2022-10-31,2022,INDL,C,D,STD,USD,1152.7300,347.3080,4095.4960,31.9820,2606.1360,489.2130,584.4700,2.5500,2.5500,2.5900,2.5900,-33.8330,-395.8290,420.8590,261.9830,1119.5890,351.6750,467.8560,2208.3220,2606.1360,2648.3060,76.0610,A
5567,2022-10-31,2022,INDL,C,D,STD,USD,1152.7300,347.3080,4095.4960,31.9820,2606.1360,489.2130,584.4700,2.5500,2.5500,2.5900,2.5900,-33.8330,-395.8290,420.8590,261.9830,1119.5890,351.6750,467.8560,2208.3220,2606.1360,2648.3060,76.0610,A
5567,2023-10-31,2023,INDL,C,D,STD,USD,1855.3420,2421.7880,7195.0630,49.4340,3145.9950,637.1960,765.6740,2.9100,2.9100,2.9400,2.9400,2065.0490,-2484.4670,665.3420,274.8810,3637.1050,403.5960,448.7350,2968.1050,3145.9950,3193.1510,95.7730,A
5567,2023-10-31,2023,INDL,C,D,STD,USD,1855.3420,2421.7880,7195.0630,49.4340,3145.9950,637.1960,765.6740,2.9100,2.9100,2.9400,2.9400,2065.0490,-2484.4670,665.3420,274.8810,3637.1050,403.5960,448.7350,2968.1050,3145.9950,3193.1510,95.7730,A
5568,2020-12-31,2020,INDL,C,D,STD,USD,10822.0000,0.0000,99830.0000,596.0000,50103.0000,5564.0000,6533.0000,0.2900,0.2900,0.2900,0.2900,-3331.0000,-522.0000,8061.0000,1519.0000,49587.0000,356.0000,4929.0000,26185.0000,50103.0000,50243.0000,119.0000,A
5568,2021-12-31,2021,INDL,C,D,STD,USD,8994.0000,74.0000,93394.0000,905.0000,49298.0000,5246.0000,6156.0000,0.8200,0.8200,0.8300,0.8300,-9344.0000,4038.0000,9064.0000,2797.0000,43942.0000,1012.0000,5364.0000,26042.0000,49298.0000,49448.0000,140.0000,A
5568,2022-12-31,2022,INDL,C,D,STD,USD,7897.0000,481.0000,90513.0000,916.0000,48678.0000,4926.0000,5859.0000,1.9100,1.9100,1.9300,1.9300,-3714.0000,-1091.0000,9028.0000,2645.0000,41643.0000,2363.0000,2469.0000,26485.0000,48678.0000,48830.0000,127.0000,A
5568,2023-12-31,2023,INDL,C,D,STD,USD,7929.0000,0.0000,90339.0000,1013.0000,49526.0000,5296.0000,6257.0000,2.3100,2.3100,2.3300,2.3300,-2678.0000,-916.0000,8037.0000,2985.0000,40617.0000,2855.0000,3976.0000,26640.0000,49526.0000,49688.0000,,A
5572,2021-02-28,2020,INDL,C,D,STD,USD,971.9370,0.0000,2263.4880,98.6680,1239.3470,290.2900,328.0080,10.0800,10.0800,10.1600,10.1600,-194.7850,-98.6680,614.8920,23.4160,1024.1410,253.9460,314.1060,2098.7990,1239.3470,1239.3470,30.6000,A
5572,2022-02-28,2021,INDL,C,D,STD,USD,1082.0800,410.8800,2823.4510,78.0390,1327.3390,307.1950,343.0240,9.1700,9.1700,9.2700,9.2700,286.3520,-438.9140,602.6900,16.7630,1496.1120,223.7640,140.8230,2223.3550,1327.3390,1327.3390,37.2000,A
5572,2023-02-28,2022,INDL,C,D,STD,USD,892.0410,146.3420,2913.7150,174.8640,1488.8110,254.4980,299.1810,5.9500,5.9500,5.9800,5.9800,106.7830,-319.3330,412.1580,13.6780,1424.9040,143.2730,208.2420,2072.6670,1488.8110,1488.8110,47.8000,A
5581,2020-09-30,2020,INDL,C,D,STD,USD,963.3270,,4829.6210,140.7950,3318.5140,-612.5820,-130.6970,-4.6000,-4.6200,-4.6000,-4.6200,-297.2200,-87.8850,219.1360,126.6830,1511.1070,-494.4970,538.8810,1773.9270,3318.5140,3318.5140,21.6450,A
5581,2021-09-30,2021,INDL,C,D,STD,USD,1586.5660,,5034.1280,82.1480,2912.6180,-350.1810,69.5450,-3.0400,-3.1400,-3.0400,-3.1400,425.5230,-161.9940,866.3060,111.9060,2121.5100,-326.1500,136.4400,1218.5680,2912.6180,2912.6180,21.7240,A
5581,2022-09-30,2022,INDL,C,D,STD,USD,1002.9440,,4355.5310,272.5390,2765.4720,-5.1260,398.0440,0.0500,0.0500,0.0500,0.0500,-734.3050,-167.3150,394.8100,87.5770,1590.0590,6.9530,233.9130,2042.5630,2765.4720,2765.4720,26.5630,A
5581,2023-09-30,2023,INDL,C,D,STD,USD,1006.6250,,4381.9560,395.4600,2771.9430,521.7320,904.0460,4.1600,4.1600,4.1800,4.1800,-463.8690,-322.5840,418.9310,87.0910,1610.0130,434.1000,833.6820,2872.4210,2771.9430,2771.9430,30.0460,A
5597,2020-12-31,2020,INDL,C,D,STD,USD,2977.9050,0.0000,9131.8450,441.6260,2234.3520,1823.7640,2089.2570,6.1100,6.1100,6.1300,6.1300,-499.2280,-531.2800,1891.7450,501.5630,6893.9620,1278.7080,1688.2230,8149.7190,2234.3520,2237.8830,37.5770,A
5597,2021-12-31,2021,INDL,C,D,STD,USD,2246.2060,1601.0730,10412.2310,495.8770,2757.2290,2091.3080,2374.0700,7.1100,7.1100,7.1500,7.1500,-681.1360,-2222.8280,2493.3130,476.1590,7655.0020,1477.5120,2094.3180,8971.3370,2757.2290,2757.2290,40.1070,A
5597,2022-12-31,2022,INDL,C,D,STD,USD,2620.4060,0.0000,10948.8200,519.4810,3299.5440,2327.2540,2580.8360,7.9600,7.9600,8.0000,8.0000,-1415.7250,-787.3760,3257.1540,424.8930,7649.2760,1644.8170,2327.8370,10419.2940,3299.5440,3299.5440,46.9430,A
5597,2023-12-31,2023,INDL,C,D,STD,USD,2912.1030,,11902.9410,,4099.0860,2640.1600,,9.0600,9.0600,9.0900,9.0900,,,3008.3520,660.6730,7803.8550,1861.7870,,11164.9920,4099.0860,4099.0860,,A
5600,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,19783.0000,7225.0000,2977.0000,1478.0000,2637.0000,-0.2700,-0.2700,-0.2700,-0.2700,2845.0000,-3544.0000,,1787.0000,16806.0000,366.0000,1806.0000,7336.0000,2977.0000,2977.0000,,A
5600,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,22497.0000,10746.0000,2645.0000,950.0000,2898.0000,3.3600,3.3600,5.4300,5.4300,487.0000,-4233.0000,,1089.0000,19852.0000,2059.0000,2538.0000,8685.0000,2645.0000,2645.0000,,A
5600,2023-12-31,2023,INDL,C,D,STD,USD,,0.0000,24605.0000,9702.0000,3092.0000,923.0000,2925.0000,1.3900,1.3900,1.9700,1.9700,1313.0000,-4024.0000,,924.0000,21513.0000,616.0000,2474.0000,9371.0000,3092.0000,3092.0000,,A
5606,2020-10-31,2020,INDL,C,D,STD,USD,20648.0000,0.0000,34681.0000,580.0000,-2228.0000,3940.0000,4726.0000,2.0000,2.0000,2.0100,2.0100,-2973.0000,-1016.0000,26220.0000,4217.0000,36909.0000,2844.0000,4316.0000,56639.0000,-2228.0000,-2228.0000,1478.0000,A
5606,2021-10-31,2021,INDL,C,D,STD,USD,22170.0000,854.0000,38610.0000,582.0000,-1650.0000,5615.0000,6396.0000,5.3300,5.3300,5.3800,5.3800,-5962.0000,-1012.0000,29096.0000,3785.0000,40260.0000,6503.0000,6409.0000,63487.0000,-1650.0000,-1650.0000,1907.0000,A
5606,2022-10-31,2022,INDL,C,D,STD,USD,19736.0000,2755.0000,38494.0000,791.0000,-3025.0000,5118.0000,5888.0000,2.9800,2.9800,3.0200,3.0200,-2068.0000,-3549.0000,26189.0000,3538.0000,41519.0000,3132.0000,4463.0000,62910.0000,-3025.0000,-3025.0000,1653.0000,A
5606,2023-10-31,2023,INDL,C,D,STD,USD,17977.0000,7.0000,37004.0000,609.0000,-1069.0000,4223.0000,5064.0000,3.2600,3.2600,3.2900,3.2900,-2894.0000,-590.0000,24488.0000,3462.0000,38073.0000,3263.0000,3571.0000,53718.0000,-1069.0000,-1069.0000,1578.0000,A
5608,2020-12-31,2020,INDL,C,D,STD,USD,535.9000,0.0000,2917.8000,50.6000,1510.2000,72.0000,212.8000,0.3800,0.3800,0.3800,0.3800,-178.5000,-50.6000,183.1000,99.5000,1407.6000,31.7000,264.3000,1502.4000,1510.2000,1510.2000,46.6000,A
5608,2021-12-31,2021,INDL,C,D,STD,USD,616.3000,0.0000,2819.4000,27.9000,1485.5000,70.6000,208.6000,0.1900,0.1900,0.1900,0.1900,-96.8000,-27.9000,247.6000,83.6000,1333.9000,16.1000,151.7000,1324.7000,1485.5000,1485.5000,45.1000,A
5608,2022-12-31,2022,INDL,C,D,STD,USD,734.4000,0.0000,2837.3000,76.3000,1554.2000,163.4000,289.6000,1.4900,1.4900,1.5000,1.5000,-130.0000,-54.6000,329.8000,64.2000,1283.1000,126.3000,173.1000,1577.7000,1554.2000,1554.2000,45.8000,A
5608,2023-12-31,2023,INDL,C,D,STD,USD,864.2000,0.0000,2918.5000,108.2000,1716.5000,216.7000,341.5000,1.2400,1.2400,1.2500,1.2500,-92.6000,-50.7000,315.9000,54.1000,1202.0000,105.7000,257.1000,1789.0000,1716.5000,1716.5000,52.7000,A
5643,2020-12-31,2020,INDL,C,D,STD,USD,4202.0000,0.0000,16755.0000,46.0000,-1490.0000,-119.0000,212.0000,-2.5600,-2.5600,-2.5800,-2.5800,2032.0000,-107.0000,2431.0000,3759.0000,18241.0000,-715.0000,708.0000,4307.0000,-1490.0000,-1486.0000,0.0000,A
5643,2021-12-31,2021,INDL,C,D,STD,USD,2871.0000,0.0000,15441.0000,35.0000,-821.0000,1017.0000,1205.0000,1.4600,1.4600,1.4700,1.4700,-1793.0000,-57.0000,3019.0000,2959.0000,16260.0000,410.0000,109.0000,5788.0000,-821.0000,-819.0000,0.0000,A
5643,2022-12-31,2022,INDL,C,D,STD,USD,2870.0000,0.0000,15512.0000,39.0000,-1102.0000,2094.0000,2256.0000,4.5300,4.5300,4.5600,4.5600,-1765.0000,-123.0000,3372.0000,2963.0000,16610.0000,1255.0000,1681.0000,8773.0000,-1102.0000,-1098.0000,0.0000,A
5643,2023-12-31,2023,INDL,C,D,STD,USD,2614.0000,0.0000,15401.0000,151.0000,-2360.0000,2263.0000,2410.0000,4.3300,4.3300,4.3600,4.3600,-2040.0000,-305.0000,3722.0000,3660.0000,17748.0000,1141.0000,1946.0000,10235.0000,-2360.0000,-2347.0000,0.0000,A
5667,2020-12-31,2020,INDL,C,D,STD,USD,3310.7610,0.0000,11506.8640,330.1600,5168.3610,-109.7230,408.9890,-3.7200,-3.7200,-3.7200,-3.7200,353.2260,-330.1620,1375.1560,262.2020,5784.6610,-601.4480,457.9310,11183.6430,5168.3610,5722.2030,,A
5667,2021-12-31,2021,INDL,C,D,STD,USD,3762.4540,624.3320,12916.6130,813.4090,5687.8850,805.5750,1309.1140,3.3900,3.3900,3.3900,3.3900,-211.8030,-1327.2190,2065.4640,281.2430,6622.1480,558.3240,406.6820,18389.1420,5687.8850,6294.4650,,A
5667,2022-12-31,2022,INDL,C,D,STD,USD,6748.3190,251.4480,18125.4830,524.0070,9243.8150,4108.8340,4765.6210,14.2800,14.2800,14.2800,14.2800,-1560.7590,-774.4880,3245.5290,347.1280,8107.9110,2922.6680,3777.1590,38204.8390,9243.8150,10017.5720,,A
5680,2021-01-31,2020,INDL,C,D,STD,USD,28477.0000,7780.0000,70581.0000,2463.0000,3299.0000,20626.0000,23051.0000,11.9400,11.9400,11.9800,11.9800,-2983.0000,-10170.0000,23166.0000,1807.0000,67282.0000,12866.0000,18839.0000,132110.0000,3299.0000,3299.0000,0.0000,A
5680,2022-01-31,2021,INDL,C,D,STD,USD,29055.0000,421.0000,71876.0000,2566.0000,-1696.0000,23302.0000,25952.0000,15.5300,15.5300,15.5900,15.5900,-19120.0000,-2969.0000,28693.0000,2013.0000,73572.0000,16433.0000,16571.0000,151157.0000,-1696.0000,-1696.0000,0.0000,A
5680,2023-01-31,2022,INDL,C,D,STD,USD,32471.0000,0.0000,76445.0000,3119.0000,1562.0000,24039.0000,26795.0000,16.6900,16.6900,16.7400,16.7400,-10993.0000,-3140.0000,23110.0000,2566.0000,74883.0000,17105.0000,14615.0000,157403.0000,1562.0000,1562.0000,0.0000,A
5690,2020-12-31,2020,INDL,C,D,STD,USD,495.7350,58.2580,1418.0320,32.2960,590.4190,106.9930,184.6760,0.9800,0.9800,0.9800,0.9800,-50.0500,-100.3720,439.0280,81.2640,827.2870,41.9170,214.4690,1955.3630,590.4190,590.7450,35.3180,A
5690,2021-12-31,2021,INDL,C,D,STD,USD,523.4940,44.5520,1497.8970,53.4630,589.6440,100.8200,183.9660,1.3600,1.3600,1.3800,1.3800,-84.4760,-111.0060,506.4480,80.7360,907.9300,59.8140,131.6320,2184.4080,589.6440,589.9670,39.4150,A
5690,2022-12-31,2022,INDL,C,D,STD,USD,469.2000,11.4000,1414.5000,60.0000,616.5000,128.3000,212.5000,2.9400,2.9400,2.9700,2.9700,-105.4000,-10.6000,395.1000,66.2000,797.7000,123.9000,81.2000,2361.8000,616.5000,616.8000,47.8000,A
5691,2021-03-31,2020,INDL,C,D,STD,USD,68525.7450,-20.1620,198197.2390,2878.8790,82116.9430,5969.2180,18854.3080,3.4400,3.4400,3.4400,3.4400,-2567.5820,-7204.9360,51675.8470,11531.1740,113453.4650,5944.0560,9695.8280,119080.1940,82116.9430,84743.7740,6680.6510,A
5691,2022-03-31,2021,INDL,C,D,STD,USD,72807.8970,0.0000,197415.5590,2208.1210,86242.2390,7174.4730,19336.6040,3.3900,3.3900,3.3900,3.3900,-5070.3520,-3096.7690,49445.3850,10056.4280,108705.1510,5822.5980,13831.4520,119839.4140,86242.2390,88710.4080,6481.2960,A
5691,2023-03-31,2022,INDL,C,D,STD,USD,72051.4950,0.0000,185576.3850,3573.4680,84131.6190,5873.2020,17885.4300,2.8900,2.8900,2.8900,2.8900,-11045.4810,-5100.5910,50039.4720,9511.0760,99052.3560,4900.1660,16015.2060,127185.4870,84131.6190,86524.0290,6626.5330,A
5709,2020-10-31,2020,INDL,C,D,STD,USD,3579.0630,270.7900,9908.2820,367.5010,6425.5480,1064.6480,1244.6150,1.6600,1.6600,1.6900,1.6900,566.1720,-656.3160,1503.9650,667.1510,3477.9560,908.0820,1128.0240,9608.4620,6425.5480,6430.3260,31.9000,A
5709,2021-10-31,2021,INDL,C,D,STD,USD,2947.8160,3396.2470,12696.3290,232.4160,6972.8830,1118.0390,1319.3290,1.6600,1.6600,1.6800,1.6800,1520.5210,-3625.8390,1415.6540,652.2060,5717.9680,908.8390,1001.9340,11386.1890,6972.8830,6978.3610,33.6000,A
5709,2022-10-31,2022,INDL,C,D,STD,USD,3637.1250,0.0000,13306.9190,278.9190,7535.2840,1285.4210,1517.7210,1.8200,1.8200,1.8400,1.8400,-486.6840,-258.0370,1473.2660,472.1010,5766.7000,999.9870,1134.9770,12458.8060,7535.2840,7540.2190,34.7000,A
5709,2023-10-31,2023,INDL,C,D,STD,USD,3297.2490,0.0000,13448.7720,270.2110,7734.8850,1125.9750,1371.6920,1.4500,1.4500,1.4500,1.4500,-600.0640,-689.5440,2311.7760,431.9490,5709.7870,793.5720,1047.8470,12110.0100,7734.8850,7738.9850,33.7000,A
5742,2020-12-31,2020,INDL,C,D,STD,USD,2920.0000,0.0000,33471.0000,2596.0000,5985.0000,1243.0000,2432.0000,-1.7900,-1.4500,-1.7900,-1.4500,-834.0000,-1265.0000,4825.0000,5148.0000,25123.0000,-773.0000,1995.0000,7418.0000,8348.0000,8348.0000,,A
5742,2021-12-31,2021,INDL,C,D,STD,USD,7355.0000,0.0000,37679.0000,3164.0000,8625.0000,1402.0000,2718.0000,2.2800,0.9400,2.3500,0.9700,1916.0000,-1851.0000,4287.0000,4495.0000,28261.0000,1486.0000,22.0000,8352.0000,9418.0000,9418.0000,,A
5742,2022-12-31,2022,INDL,C,D,STD,USD,4699.0000,0.0000,38546.0000,4419.0000,9252.0000,1566.0000,2854.0000,1.5900,1.5900,1.6000,1.6000,-345.0000,-1628.0000,5113.0000,4552.0000,28501.0000,1057.0000,1810.0000,9321.0000,10045.0000,10045.0000,,A
5750,2020-10-31,2020,INDL,C,D,STD,USD,,,1827.3420,3.3800,-572.2280,203.6320,208.9360,7.0300,7.0300,7.4800,7.4800,-167.7740,2.1400,,190.4940,2263.4360,50.9280,292.8280,2343.9010,-436.9290,-436.0940,,A
5750,2021-10-31,2021,INDL,C,D,STD,USD,,,2320.5080,5.9420,39.5980,346.5760,351.8560,85.8600,85.8600,87.5000,87.5000,-217.2730,8.9960,,238.6950,2145.1240,607.8170,210.2130,2782.8570,174.8970,175.3840,,A
5750,2022-10-31,2022,INDL,C,D,STD,USD,,,2562.0300,12.5920,247.7370,430.0980,435.5550,29.0000,29.0000,30.3100,30.3100,-16.5200,-2.1520,,115.3010,2178.9790,225.4900,89.4660,2922.2310,383.0360,383.0510,,A
5750,2023-10-31,2023,INDL,C,D,STD,USD,,0.0000,2492.9400,18.8210,446.4370,354.2290,363.0270,26.8800,26.8800,28.7600,28.7600,-261.7110,-78.2350,,88.8000,1911.1510,205.8910,435.2750,2756.0160,581.7360,581.7890,,A
5764,2020-12-31,2020,INDL,C,D,STD,USD,1587.6000,239.6000,5085.1000,88.4000,2070.0000,563.6000,720.7000,6.4300,6.4300,6.4600,6.4600,-244.2000,-328.8000,948.2000,404.4000,2999.7000,351.2000,648.0000,4186.0000,2070.0000,2085.4000,,A
5764,2020-12-31,2020,INDL,C,D,STD,USD,1587.6000,239.6000,5085.1000,88.4000,2070.0000,563.6000,720.7000,6.4300,6.4300,6.4600,6.4600,-244.2000,-328.8000,948.2000,404.4000,2999.7000,351.2000,648.0000,4186.0000,2070.0000,2085.4000,,A
