GVKEY,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,act,aqc,at,capx,ceq,ebit,ebitda,epsfi,epsfx,epspi,epspx,fincf,ivncf,lct,lo,lt,ni,oancf,revt,seq,teq,xrd,costat
160549,2020-12-31,2020,INDL,C,D,STD,USD,4849.1000,5267.8000,59092.7000,1350.2000,13662.6000,2216.3000,4547.6000,-2.7000,-2.7000,-2.7000,-2.7000,1083.6000,-8874.0000,4467.0000,25519.7000,45794.3000,-1628.0000,4185.8000,11980.1000,13662.6000,13298.4000,,A
160549,2021-12-31,2021,INDL,C,D,STD,USD,5940.5000,70.8000,46917.0000,1408.0000,25934.9000,1301.3000,3655.0000,23.5900,23.4500,24.1600,24.0100,-1545.9000,-5796.5000,4084.8000,1488.8000,21319.0000,13426.8000,3549.0000,10311.3000,25934.9000,25598.0000,,A
160549,2021-12-31,2021,INDL,C,D,STD,USD,5940.5000,70.8000,46917.0000,1408.0000,25934.9000,1301.3000,3655.0000,23.5900,23.4500,24.1600,24.0100,-1545.9000,-5796.5000,4084.8000,1488.8000,21319.0000,13426.8000,3549.0000,10311.3000,25934.9000,25598.0000,,A
160549,2021-12-31,2021,INDL,C,D,STD,USD,5940.5000,70.8000,46917.0000,1408.0000,25934.9000,1301.3000,3655.0000,23.5900,23.4500,24.1600,24.0100,-1545.9000,-5796.5000,4084.8000,1488.8000,21319.0000,13426.8000,3549.0000,10311.3000,25934.9000,25598.0000,,A
160549,2022-12-31,2022,INDL,C,D,STD,USD,6297.4000,-2.7000,42895.0000,1303.2000,22436.4000,231.9000,2403.3000,2.9600,1.1900,3.0100,1.2100,-3276.0000,1281.0000,3921.0000,1257.4000,20321.6000,1473.2000,2837.8000,7195.7000,22436.4000,22573.4000,,A
160549,2022-12-31,2022,INDL,C,D,STD,USD,6297.4000,-2.7000,42895.0000,1303.2000,22436.4000,231.9000,2403.3000,2.9600,1.1900,3.0100,1.2100,-3276.0000,1281.0000,3921.0000,1257.4000,20321.6000,1473.2000,2837.8000,7195.7000,22436.4000,22573.4000,,A
160549,2022-12-31,2022,INDL,C,D,STD,USD,6297.4000,-2.7000,42895.0000,1303.2000,22436.4000,231.9000,2403.3000,2.9600,1.1900,3.0100,1.2100,-3276.0000,1281.0000,3921.0000,1257.4000,20321.6000,1473.2000,2837.8000,7195.7000,22436.4000,22573.4000,,A
160549,2023-12-31,2023,INDL,C,D,STD,USD,5641.6000,114.6000,42087.9000,1386.0000,19062.6000,-176.6000,2138.6000,-9.5200,-9.5200,-9.5200,-9.5200,-692.4000,-1845.0000,4332.8000,1592.8000,23080.5000,-4051.7000,2165.9000,7491.4000,19062.6000,19007.4000,,A
160549,2023-12-31,2023,INDL,C,D,STD,USD,5641.6000,114.6000,42087.9000,1386.0000,19062.6000,-176.6000,2138.6000,-9.5200,-9.5200,-9.5200,-9.5200,-692.4000,-1845.0000,4332.8000,1592.8000,23080.5000,-4051.7000,2165.9000,7491.4000,19062.6000,19007.4000,,A
160549,2023-12-31,2023,INDL,C,D,STD,USD,5641.6000,114.6000,42087.9000,1386.0000,19062.6000,-176.6000,2138.6000,-9.5200,-9.5200,-9.5200,-9.5200,-692.4000,-1845.0000,4332.8000,1592.8000,23080.5000,-4051.7000,2165.9000,7491.4000,19062.6000,19007.4000,,A
160550,2020-12-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160550,2021-12-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160550,2022-12-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160550,2023-12-31,2023,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160554,2021-05-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160554,2022-05-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160554,2023-05-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160555,2020-12-31,2020,INDL,C,D,STD,USD,33.3300,0.5150,77.7330,0.0320,62.0650,-10.7750,-8.8060,-0.8300,-0.8300,-0.8300,-0.8300,37.4300,-3.2790,6.9870,0.6300,12.0370,-22.9920,-8.3000,1.1730,62.0650,65.6960,0.4840,A
160555,2021-12-31,2021,INDL,C,D,STD,USD,127.4970,1.0370,177.8110,0.6890,144.1000,-37.8960,-34.8080,-0.3200,-0.3200,-0.3200,-0.3200,109.6020,-8.8530,25.3900,0.0560,30.0890,-36.4280,-33.0250,55.6760,144.1000,147.7220,0.8890,A
160555,2022-12-31,2022,INDL,C,D,STD,USD,531.1760,-430.5630,1682.3580,39.6450,770.6410,-2.2190,37.5470,-0.3600,-0.3600,-0.3600,-0.3600,-10.7150,366.9610,265.3950,0.0500,356.3240,-47.0690,46.0110,146.0350,1323.6790,1326.0340,1.6890,A
160570,2020-12-31,2020,INDL,C,D,STD,USD,310.5370,,454.3730,7.1420,95.3700,23.9320,42.4250,-1.2000,-1.2000,-1.2000,-1.2000,-19.2620,-6.4200,164.8870,24.5420,359.0030,-37.0490,34.3720,717.6990,95.3700,95.3700,6.4000,A
160570,2021-12-31,2021,INDL,C,D,STD,USD,370.6760,,507.6930,17.6530,126.6530,53.1620,71.6570,0.7200,0.7200,0.7500,0.7500,31.0110,-17.5660,162.1300,13.3700,381.0400,23.7320,-29.8320,971.5780,126.6530,126.6530,9.1000,A
160570,2022-12-31,2022,INDL,C,D,STD,USD,339.5750,,470.2680,19.7100,120.0400,26.1790,44.3600,-0.6800,-0.6800,-0.6800,-0.6800,-50.0910,-19.7100,175.8380,12.3530,350.2280,-21.9710,68.9470,981.5530,120.0400,120.0400,7.1000,A
160598,2020-09-30,2020,INDL,C,D,STD,USD,2976.8000,-5.1000,6957.5000,48.5000,1760.9000,193.8490,442.3000,-1.5200,-1.5200,-1.5200,-1.5200,112.2000,-39.0000,1631.2000,6.5000,4797.4000,-80.9000,479.3000,6943.9000,2160.1000,2160.1000,,A
160598,2021-09-30,2021,INDL,C,D,STD,USD,2668.7000,0.0000,5554.5000,66.5000,1742.8000,473.3000,633.3000,-0.5700,2.7500,-1.0000,2.8300,-1216.0000,773.9000,1463.1000,0.0000,3412.5000,-45.5000,78.0000,6642.0000,2142.0000,2142.0000,,A
160598,2022-12-31,2022,INDL,C,D,STD,USD,2817.5000,309.2000,6003.5000,90.1000,1904.1000,720.6000,879.8000,5.5500,5.5500,5.6600,5.6600,-162.5000,-395.6000,1389.6000,0.0000,3700.2000,458.4000,401.1000,8429.7000,2303.3000,2303.3000,,A
160621,2020-12-31,2020,INDL,C,D,STD,USD,356.4360,0.0000,3093.2110,120.0460,795.6510,190.9540,302.2330,-2.0600,-2.0600,-2.0600,-2.0600,-431.4320,176.3390,576.5310,32.7160,2297.5600,-224.4250,276.4750,471.0470,795.6510,795.6510,,A
160621,2021-12-31,2021,INDL,C,D,STD,USD,250.3160,0.0000,3459.2970,520.2710,982.3270,206.0820,344.4120,1.3000,1.3000,1.3500,1.3500,25.0170,-389.0500,400.3160,17.2130,2476.9700,164.3430,293.5950,513.3960,982.3270,982.3270,,A
160621,2022-12-31,2022,INDL,C,D,STD,USD,296.9820,0.0000,3861.3300,602.4990,1091.2310,262.7680,450.5950,1.5300,1.5300,1.6000,1.6000,178.3650,-499.0880,1056.6110,14.3610,2770.0990,202.7680,355.1250,670.3930,1091.2310,1091.2310,,A
160668,2020-12-31,2020,INDL,C,D,STD,USD,342.0580,0.0000,999.5700,0.0130,539.9120,322.8230,322.8400,2.0200,2.0200,2.2100,2.2100,-29.7850,-314.9370,6.1100,0.1060,391.7330,224.4020,313.1130,336.7940,539.9120,607.8370,1.7880,A
160668,2021-12-31,2021,INDL,C,D,STD,USD,313.6730,0.0000,926.3950,0.0000,414.7430,375.1030,375.1120,2.8700,2.8700,3.2400,3.2400,-452.4970,43.7220,5.8070,0.0000,400.4600,265.8540,363.8130,391.8660,414.7430,525.9350,0.5760,A
160668,2022-12-31,2022,INDL,C,D,STD,USD,443.5110,136.0330,1231.4970,0.0670,565.7880,212.2950,217.8850,2.3700,2.3700,3.0700,3.0700,-55.5680,-56.6340,134.9680,78.4140,665.7090,213.9210,201.7260,331.3390,565.7880,565.7880,41.4320,A
160681,2020-12-31,2020,INDL,C,D,STD,USD,1129.7000,0.0000,1859.5000,51.7000,616.9000,54.3000,97.2000,2.2100,2.2100,2.2100,2.2100,-40.6000,-43.7000,755.9000,173.8000,1208.4000,37.1000,166.9000,2812.1000,616.9000,651.1000,100.5000,A
160681,2021-12-31,2021,INDL,C,D,STD,USD,1350.0000,0.0000,1970.1000,44.3000,357.1000,-86.8000,-40.6000,-10.2900,-10.2900,-10.2900,-10.2900,193.6000,-24.5000,1104.6000,151.9000,1587.2000,-173.0000,-253.5000,3075.7000,357.1000,382.9000,108.3000,A
160681,2022-12-31,2022,INDL,C,D,STD,USD,1458.7000,8.4000,2026.2000,28.8000,204.4000,-35.9000,7.5000,-4.3800,-4.3800,-4.3800,-4.3800,-10.9000,-35.4000,1342.9000,131.9000,1801.1000,-74.1000,40.6000,3548.3000,204.4000,210.9000,100.7000,A
160684,2020-12-31,2020,INDL,C,D,STD,USD,3477.0000,0.0000,13835.0000,525.0000,6043.0000,465.0000,1132.0000,2.5600,2.5600,2.5700,2.5700,-216.0000,-509.0000,1357.0000,590.0000,7257.0000,330.0000,1297.0000,7504.0000,6043.0000,6578.0000,,A
160684,2021-12-31,2021,INDL,C,D,STD,USD,5263.0000,2554.0000,18459.0000,658.0000,7955.0000,2835.0000,3562.0000,15.5800,15.5800,15.6600,15.6600,1437.0000,-3213.0000,2344.0000,534.0000,9931.0000,2015.0000,2394.0000,11778.0000,7955.0000,8528.0000,,A
160684,2022-12-31,2022,INDL,C,D,STD,USD,5973.0000,1203.0000,20550.0000,1108.0000,9931.0000,3083.0000,4000.0000,17.3400,17.3400,17.4600,17.4600,-587.0000,-2479.0000,2298.0000,669.0000,10085.0000,2247.0000,3395.0000,15794.0000,9931.0000,10465.0000,,A
160706,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,3146.7730,0.0000,1711.0610,-180.0240,-179.7910,-1.9700,-1.9700,-1.9700,-1.9700,117.7130,-78.9730,,227.6340,1427.8480,-394.3750,-83.6860,299.8790,1711.1090,1718.9250,0.0000,A
160706,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,2965.3060,0.0000,1515.1660,-155.8000,-155.5740,-0.9600,-0.9600,-0.9600,-0.9600,5.1670,-62.1990,,217.2760,1444.3420,-194.5840,-2.3070,568.0810,1515.2140,1520.9640,0.0000,A
160706,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,3207.5400,0.0000,1589.8330,159.8620,160.0820,0.4700,0.4700,0.4700,0.4700,74.0310,-248.5990,,258.6280,1611.3620,109.3280,206.2390,1000.0990,1589.8810,1596.1780,0.0000,A
160739,2020-12-31,2020,INDL,C,D,STD,USD,10018.3820,0.0000,31655.5570,2349.9600,10290.5810,-26.2800,3705.8290,-0.1100,-0.1100,-0.1100,-0.1100,841.0690,-2093.4150,9934.8710,272.5940,20159.1960,-80.6400,2064.1990,21870.1100,10290.5810,11496.3610,991.7190,A
160739,2021-12-31,2021,INDL,C,D,STD,USD,11071.0700,0.0000,32032.2420,2637.3560,11013.8030,1872.6850,5651.2040,1.3100,1.3100,1.3900,1.3900,-2070.4200,-3579.0260,11749.2090,579.4060,19638.5320,995.8470,4830.2470,25083.8120,11013.8030,12393.7100,1025.9550,A
160739,2022-12-31,2022,INDL,C,D,STD,USD,7509.5190,0.0000,28376.0950,4038.8390,7855.8540,-1657.9450,1965.3230,-3.4100,-3.4100,-3.4100,-3.4100,1547.4000,-5327.7060,11101.6420,645.3030,19375.4980,-2442.3860,2394.2430,20794.8500,7855.8540,9000.5970,1099.2340,A
160742,2020-10-31,2020,INDL,C,D,STD,USD,28.0230,0.0000,38.4800,0.4360,26.5190,-0.8250,-0.0830,-0.0200,-0.0200,-0.0200,-0.0200,-3.3750,-0.5380,3.9830,0.2760,10.7360,-0.0940,4.3860,66.0320,26.5190,27.7440,0.0000,A
160742,2021-10-31,2021,INDL,C,D,STD,USD,30.3010,0.0000,43.3130,1.5000,28.5330,2.5250,3.1880,0.2200,0.2200,0.2200,0.2200,-0.0010,-3.8870,10.3180,0.3120,13.9430,1.2550,4.7100,63.9220,28.5330,29.3700,0.0000,A
160742,2022-10-31,2022,INDL,C,D,STD,USD,31.7020,0.0000,42.6930,1.0590,24.7950,-2.5690,-1.9840,-0.6600,-0.6600,-0.6600,-0.6600,5.3160,-1.0590,6.4400,0.2430,18.1420,-3.7450,-5.4370,65.7070,24.7950,24.5510,0.0000,A
160742,2023-10-31,2023,INDL,C,D,STD,USD,33.9790,0.0000,42.1920,0.8580,23.9590,-1.3320,-0.7380,-0.1500,-0.1500,-0.1500,-0.1500,0.4240,-0.8580,15.3780,0.1210,18.4770,-0.8360,0.6520,68.1730,23.9590,23.7150,0.0000,A
160749,2021-05-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160749,2022-05-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160749,2023-05-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160750,2020-11-30,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160750,2021-11-30,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160750,2022-11-30,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160750,2023-11-30,2023,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160770,2020-12-31,2020,INDL,C,D,STD,USD,1403.6430,0.0000,1476.1280,4.3670,1360.7890,-369.3630,-368.7220,-7.9600,-7.9600,-7.9600,-7.9600,1250.7140,-139.8570,71.4720,1.9620,115.3390,-357.9370,-271.5310,13.3980,1360.7890,1360.7890,299.3490,A
160770,2021-12-31,2021,INDL,C,D,STD,USD,1507.9830,0.0000,1588.7540,9.7950,1397.0380,-573.1810,-571.4000,-11.2100,-11.2100,-11.2100,-11.2100,505.2220,-588.9010,143.6580,2.1790,191.7160,-581.7840,-388.8000,72.0920,1397.0380,1397.0380,508.5940,A
160770,2022-12-31,2022,INDL,C,D,STD,USD,1108.9610,0.0000,1202.6470,4.8510,996.5160,-759.5890,-756.6600,-13.1800,-13.1800,-13.1800,-13.1800,166.9440,225.8030,159.4480,3.0220,206.1310,-740.8670,-570.5700,12.4360,996.5160,996.5160,531.6270,A
160779,2021-12-31,2021,INDL,C,D,STD,USD,1271.0930,0.0000,2676.5680,92.5000,2043.6160,332.2890,483.6360,-1.3000,1.4800,-1.2900,1.5100,-49.1370,36.4260,227.3540,336.6840,632.9520,-381.7680,414.7610,900.1410,2043.6160,2043.6160,,A
160779,2022-12-31,2022,INDL,C,D,STD,USD,990.6600,0.0000,2335.9090,257.6670,1810.2910,-42.4090,-27.3850,-0.3100,-0.3100,-0.2900,-0.2900,-157.6920,-255.6420,274.8520,233.3170,525.6180,-77.2090,-1.9800,850.1940,1810.2910,1810.2910,,A
160785,2020-12-31,2020,INDL,C,D,STD,USD,91.2570,0.0000,853.2240,53.5670,95.9550,-119.3060,-66.4060,-18.6400,-18.5500,-18.6400,-18.5500,66.2870,-6.7730,97.7330,70.5170,545.1310,-374.0940,-80.2480,415.4350,224.7240,302.8680,,A
160785,2021-12-31,2021,INDL,C,D,STD,USD,197.6160,8.2270,1037.6300,57.9360,6.2820,-57.7230,-8.2230,-5.0100,-5.0400,-5.0100,-5.0400,107.8890,-51.8030,175.1260,64.8570,807.7570,-92.6550,-37.8520,507.3400,138.8730,224.4290,,A
160785,2022-12-31,2022,INDL,C,D,STD,USD,239.5550,25.4940,1090.3460,67.1700,14.5300,55.7930,103.9930,0.5300,0.5200,0.5400,0.5300,-6.1280,-63.2680,211.1170,59.1450,855.9590,23.2200,73.4310,1127.3110,147.1210,229.4310,,A
160809,2020-12-31,2020,INDL,C,D,STD,USD,35.4690,0.0000,36.8020,0.0960,33.2590,-10.6360,-10.6160,-3.4200,-3.4200,-3.4200,-3.4200,29.5040,-0.0960,2.4860,0.0000,3.5430,-8.4450,-7.9340,0.0000,33.2590,33.2590,4.7590,A
160809,2021-12-31,2021,INDL,C,D,STD,USD,40.9420,0.0000,42.5870,0.0270,37.2630,-22.9380,-22.8950,-2.1400,-2.1400,-2.1400,-2.1400,21.7370,-0.0270,5.2940,0.0000,5.3240,-18.8870,-18.5400,0.0000,37.2630,37.2630,15.4770,A
160809,2022-12-31,2022,INDL,C,D,STD,USD,24.4110,0.0000,28.0500,0.0070,15.9390,-27.6560,-27.6240,-1.9100,-1.9100,-1.9100,-1.9100,2.9980,-0.0070,7.5110,0.0000,7.6170,-21.1980,-20.8270,0.0000,20.4330,20.4330,20.2740,A
160855,2020-12-31,2020,INDL,C,D,STD,USD,1757.1500,0.0000,2385.2980,7.2020,1882.7050,131.9430,144.9540,2.4500,2.4500,2.4900,2.4900,24.5190,-92.0430,427.6490,0.0000,469.8050,166.9680,213.8390,561.3310,1882.7050,1886.6120,,A
160855,2021-12-31,2021,INDL,C,D,STD,USD,1815.1970,,2766.7710,,2073.2960,86.7920,,1.4800,1.4800,1.5000,1.5000,,,466.4200,0.0000,664.7460,100.8570,,695.8660,2073.2960,2077.3290,,A
160856,2020-12-31,2020,INDL,C,D,STD,USD,45.0860,0.0000,293.0320,120.8230,120.7000,15.3600,28.5700,-1.2200,-1.2200,-1.2200,-1.2200,-177.2770,181.2940,25.4140,0.3000,158.8140,-22.8180,6.0400,60.2220,134.2180,134.2180,,A
160856,2021-12-31,2021,INDL,C,D,STD,USD,75.3340,0.0000,330.7880,115.5130,93.2210,15.9610,23.6450,0.1400,0.1400,0.1400,0.1400,43.6320,-76.6510,107.0880,0.2250,221.4240,8.6160,16.0610,56.3670,109.3640,109.3640,,A
160856,2022-12-31,2022,INDL,C,D,STD,USD,22.8920,0.0000,469.3370,216.7140,110.6710,32.5410,45.8340,-3.0300,-3.0300,-3.0300,-3.0300,127.4110,-142.6560,32.2350,3.3710,272.3140,18.9480,33.4190,80.6560,197.0230,197.0230,,A
160888,2020-12-31,2020,INDL,C,D,STD,USD,841.9980,0.0000,1208.4910,55.6390,966.5870,158.8820,178.0680,3.5000,3.5000,3.6700,3.6700,-71.5570,-39.1770,146.9690,93.2420,241.9040,164.3750,267.8030,844.4520,966.5870,966.5870,137.5980,A
160888,2021-12-31,2021,INDL,C,D,STD,USD,1124.8520,0.0000,1585.8250,94.4450,1243.9850,258.4170,287.1160,5.0500,5.0500,5.2800,5.2800,-90.2060,-378.8860,226.9440,111.6280,341.8400,242.0230,320.0100,1207.7980,1243.9850,1243.9850,190.6270,A
160888,2022-12-31,2022,INDL,C,D,STD,USD,1410.6190,0.0000,2058.8850,58.8430,1668.6020,526.7850,563.8990,9.0500,9.0500,9.3700,9.3700,-128.7850,-12.5100,263.4000,125.2190,390.2830,437.6720,246.6740,1794.1480,1668.6020,1668.6020,240.1710,A
160888,2023-12-31,2023,INDL,C,D,STD,USD,1819.4990,,2434.3530,,2049.9390,481.7360,,8.7600,8.7600,8.9800,8.9800,,,235.0350,,,427.3740,,1821.0720,2049.9390,2049.9390,263.6430,A
160893,2021-03-31,2020,INDL,C,D,STD,USD,1691.3170,0.0000,3462.7970,70.0200,1539.7550,245.1520,334.6090,3.3200,3.3200,3.3700,3.3700,-188.7240,-65.0440,676.9880,153.2400,1919.2210,143.3740,358.3750,2977.9320,1539.7550,1543.5760,,A
160893,2022-03-31,2021,INDL,C,D,STD,USD,1993.1930,0.0000,3736.6460,74.0410,1489.3730,231.7620,327.6400,3.3600,3.3600,3.4200,3.4200,98.4340,-69.2330,738.1300,130.8760,2243.3710,143.9110,-65.5850,3357.3190,1489.3730,1493.2750,,A
160893,2023-03-31,2022,INDL,C,D,STD,USD,1895.8810,0.0000,3616.6740,88.7720,1600.2790,295.9610,387.1140,4.2500,4.2500,4.3100,4.3100,-270.4500,-44.8020,718.3200,124.5570,2012.7930,175.8100,279.9380,3708.5790,1600.2790,1603.8810,,A
160913,2020-12-31,2020,INDL,C,D,STD,USD,779.1540,43.3970,3888.9870,320.7380,1805.9850,196.8260,356.6700,1.6500,1.6500,1.6600,1.6600,503.4780,-385.9690,248.6470,201.8870,1937.7200,85.4560,265.0050,705.3420,1805.9850,1941.4370,,A
160913,2021-12-31,2021,INDL,C,D,STD,USD,601.9320,171.0000,4425.6780,419.2720,1854.9990,186.5730,373.5220,1.1000,1.1000,1.1100,1.1100,186.3850,-638.1930,544.1560,246.2190,2417.8880,62.0920,258.8220,663.0840,1854.9990,1998.4610,,A
160913,2022-12-31,2022,INDL,C,D,STD,USD,456.7170,0.0000,4611.5790,563.4760,1867.5710,185.1250,389.1740,1.1700,1.1700,1.1700,1.1700,126.2730,-523.4060,343.9100,286.6280,2581.0140,65.8410,280.9740,734.1590,1867.5710,2020.9750,,A
160935,2021-03-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160935,2022-03-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160935,2023-03-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160952,2020-12-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160952,2021-12-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160952,2022-12-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160952,2023-12-31,2023,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
160990,2020-12-31,2020,INDL,C,D,STD,USD,,0.0000,4778.1420,0.0000,1832.2160,257.7250,,0.8500,0.8500,0.8500,0.8500,108.1960,-511.4410,,30.1640,2687.8800,165.6210,351.0330,679.3550,1832.2160,1840.8480,0.0000,A
160990,2021-12-31,2021,INDL,C,D,STD,USD,,1678.9840,6548.0790,0.0000,2871.5630,315.8770,,1.0900,1.0900,1.1000,1.1000,1410.5720,-1852.6680,,40.7110,3549.6990,223.4820,449.1850,847.8390,2871.5630,2890.1600,0.0000,A
160990,2022-12-31,2022,INDL,C,D,STD,USD,,0.0000,6325.8300,0.0000,2826.2030,401.2740,,1.2900,1.2900,1.2900,1.2900,-547.0920,-48.7670,,41.6170,3428.0300,291.2630,591.4660,1058.5010,2826.2030,2840.3810,0.0000,A
160991,2020-12-31,2020,INDL,C,D,STD,USD,,908.5670,36076.2910,0.0000,16766.7570,585.8190,,1.0000,1.0000,1.0100,1.0100,935.6890,-2599.3470,,371.6590,17587.9440,356.3980,1706.5410,3866.2020,17717.6970,18446.3360,0.0000,A
160991,2021-12-31,2021,INDL,C,D,STD,USD,,192.0150,36369.5600,0.0000,17272.8780,751.9330,,5.9400,5.9400,5.9500,5.9500,-590.6300,-1061.7210,,336.5780,17845.7780,1709.2590,1702.2280,4485.8060,18004.5680,18476.7870,0.0000,A
160991,2022-12-31,2022,INDL,C,D,STD,USD,,1930.1780,41484.9980,0.0000,16851.6440,585.3880,,1.1100,1.1100,1.1800,1.1800,2969.1490,-4699.4030,,369.6540,21862.8530,377.6840,1659.3880,4687.2540,17583.3340,18107.4650,0.0000,A
160991,2023-12-31,2023,INDL,C,D,STD,USD,,,44113.2570,,18385.8440,563.1000,,3.0000,3.0000,3.0400,3.0400,,,,440.8680,23116.9360,948.8380,,5515.7010,19117.5340,19601.5070,0.0000,A
160997,2020-06-30,2020,INDL,C,D,STD,USD,13.9860,0.0000,23.9140,0.0090,21.7580,-7.9960,-7.2960,-2.3900,-2.3900,-2.3900,-2.3900,17.8280,-0.0090,2.1560,0.0000,2.1560,-13.4470,-6.6660,0.0000,21.7580,21.7580,4.6960,A
160997,2021-06-30,2021,INDL,C,D,STD,USD,20.8240,0.0000,30.2620,0.2390,29.9110,-8.7440,-8.0400,-0.8100,-0.8100,-0.8100,-0.8100,15.2610,-0.2390,0.3510,0.0000,0.3510,-8.8220,-8.2140,0.0000,29.9110,29.9110,6.1150,A
160997,2022-06-30,2022,INDL,C,D,STD,USD,14.4160,0.0000,23.4950,0.3240,23.0820,-8.1140,-7.3910,-0.7000,-0.7000,-0.7000,-0.7000,-0.2350,-0.3240,0.4130,0.0000,0.4130,-8.1070,-5.8910,0.0000,23.0820,23.0820,5.7850,A
160997,2023-06-30,2023,INDL,C,D,STD,USD,8.4450,0.0000,16.9000,0.1520,14.8660,-8.9440,-8.1970,-0.7400,-0.7400,-0.7400,-0.7400,-0.0950,-0.1520,0.5340,1.5000,2.0340,-8.5890,-5.6700,0.0000,14.8660,14.8660,6.3930,A
161023,2020-12-31,2020,INDL,C,D,STD,USD,,8.4320,2195.6660,3.2150,252.5910,32.0220,35.7180,1.1500,1.1500,1.1500,1.1500,67.6070,-73.6570,,15.6560,1943.0750,13.7260,9.9970,95.9670,252.5910,252.5910,,A
161023,2021-12-31,2021,INDL,C,D,STD,USD,,0.0000,2350.6970,1.3090,262.6070,38.6080,42.4640,1.9000,1.9000,1.9000,1.9000,130.2910,-60.3620,,18.2490,2088.0900,20.6910,10.4290,92.8770,262.6070,262.6070,,A
161023,2022-12-31,2022,INDL,C,D,STD,USD,,-18.4230,2513.3340,0.8430,317.1490,44.2000,48.2190,1.8100,1.8100,1.8100,1.8100,-296.4240,53.9400,,21.3730,2196.1850,23.7300,39.6120,111.5000,317.1490,317.1490,,A
161023,2023-12-31,2023,INDL,C,D,STD,USD,,,2551.9600,,312.8690,53.6770,53.6770,2.2700,2.2700,2.2700,2.2700,,,,19.1430,2239.0910,27.4250,,133.3140,312.8690,312.8690,,A
161055,2021-01-31,2020,INDL,C,D,STD,USD,100.1930,0.0000,261.3720,5.0460,67.3080,-25.1320,-11.8400,-1.5400,-1.5400,-1.5400,-1.5400,-0.1140,-5.0460,89.3280,3.2740,194.0640,-22.9830,13.3860,255.3100,67.3080,67.3080,0.0000,A
161055,2022-01-31,2021,INDL,C,D,STD,USD,129.9980,0.0000,266.3240,8.1300,93.6830,48.4630,60.7390,2.9300,2.9300,3.0600,3.0600,-22.4560,-8.1300,97.3820,1.9520,172.6410,47.2650,28.0770,411.5220,93.6830,93.6830,0.0000,A
161055,2023-01-31,2022,INDL,C,D,STD,USD,147.4310,0.0000,280.7940,13.6340,119.1170,61.9430,74.4250,3.1500,3.1500,3.2100,3.2100,-25.0560,-13.6340,101.1510,1.4460,161.6770,47.9850,47.2760,467.9370,119.1170,119.1170,0.0000,A
161072,2020-12-31,2020,INDL,C,D,STD,USD,12.3540,0.0000,28.5790,0.1470,4.4500,2.5670,2.7930,0.2400,0.2400,0.2600,0.2600,-1.5860,1.6710,4.5030,0.0000,17.3640,2.0820,3.4360,28.7260,11.2150,11.2150,,A
161072,2021-12-31,2021,INDL,C,D,STD,USD,20.0760,0.0000,43.6020,0.1880,18.5310,5.0650,5.1590,1.5000,1.7600,1.6600,1.9500,-0.2560,1.2400,6.0610,0.0000,18.3060,13.6090,7.8070,31.0930,25.2960,25.2960,,A
161072,2022-12-31,2022,INDL,C,D,STD,USD,15.7810,0.0000,42.4730,0.6260,28.8540,7.9520,8.1580,0.9800,1.0200,1.0500,1.0900,-10.0940,-2.0990,6.4920,0.0000,13.6190,7.3470,8.0920,39.3130,28.8540,28.8540,,A
161125,2020-12-31,2020,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
161125,2021-12-31,2021,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
161125,2022-12-31,2022,INDL,C,D,STD,USD,,,,,,,,,,,,,,,,,,,,,,,A
